time, timestamp, robot_q__0, robot_q__1, robot_q__2, robot_q__3, robot_q__4, robot_q__5, robot_q__6, robot_dq__0, robot_dq__1, robot_dq__2, robot_dq__3, robot_dq__4, robot_dq__5, robot_dq__6, robot_torque__0, robot_torque__1, robot_torque__2, robot_torque__3, robot_torque__4, robot_torque__5, robot_torque__6, joint_pos_state__0, joint_pos_state__1, joint_pos_state__2, joint_pos_state__3, joint_pos_state__4, joint_pos_state__5, joint_pos_state__6, apf_torques__0, apf_torques__1, apf_torques__2, apf_torques__3, apf_torques__4, apf_torques__5, apf_torques__6, 
0.0100002, 2025-03-21__18-43-00.956656, 0, -0.436332, 0, -2.35619, 0, 1.8326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0200002, 2025-03-21__18-43-00.966745, -0.00391509, -0.603793, -0.00946954, -2.40845, -0.0358861, 1.73281, 0.710007, 0.000490374, 0.00186621, 0.00450253, -0.208815, 0.00961277, 0.0168787, -0.00301017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0300002, 2025-03-21__18-43-00.976737, -0.00387895, -0.60354, -0.00928353, -2.40995, -0.0354364, 1.7339, 0.709925, 0.00124211, 0.0456354, 0.0230297, -0.153378, 0.0577319, 0.136967, -0.0125534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0400002, 2025-03-21__18-43-00.986741, -0.00383943, -0.60292, -0.00904626, -2.41094, -0.0344141, 1.73575, 0.709777, 0.00925844, 0.0613726, 0.0241143, -0.0887394, 0.107826, 0.192291, -0.0100271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0500002, 2025-03-21__18-43-00.996746, -0.00368035, -0.602063, -0.00881622, -2.41129, -0.0329046, 1.73827, 0.709625, 0.0169012, 0.0848425, 0.0173781, -0.00628776, 0.148569, 0.258075, -0.0164804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0600002, 2025-03-21__18-43-01.006739, -0.00352724, -0.600919, -0.00854629, -2.41094, -0.0312577, 1.74135, 0.7095, 0.0139395, 0.121623, 0.0282505, 0.0382897, 0.170448, 0.32197, -0.0155772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0700002, 2025-03-21__18-43-01.016744, -0.00340776, -0.599472, -0.00814633, -2.41028, -0.029502, 1.7448, 0.70938, 0.010649, 0.146992, 0.040706, 0.0722405, 0.176482, 0.345757, -0.0121332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0800002, 2025-03-21__18-43-01.026741, -0.00329858, -0.597975, -0.00765051, -2.40928, -0.0277269, 1.7484, 0.70924, 0.00705108, 0.161225, 0.0517987, 0.109674, 0.174279, 0.360743, -0.0118917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0900002, 2025-03-21__18-43-01.036722, -0.00317288, -0.596498, -0.00715589, -2.40811, -0.0261691, 1.75172, 0.709126, 0.0148619, 0.17285, 0.0545802, 0.135236, 0.174582, 0.370997, -0.0142542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 2025-03-21__18-43-01.046746, -0.00304295, -0.59445, -0.00661327, -2.40637, -0.0243122, 1.75589, 0.709004, 0.0134597, 0.189745, 0.0515425, 0.16499, 0.163105, 0.374276, -0.0187841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
