5525
-0.13548 -0.27825 0.688918
-0.519468 -0.792621 0.691649
-0.132631 -0.787769 0.690677
-0.593344 -0.0127 0.9144
-0.118131 -0.79542 0.914462
-0.530522 -0.805813 0.914122
-0.133518 -0.787676 0.689126
-0.51952 -0.2794 0.690368
-1.20294 0.0127 0.1143
-0.528645 -0.800174 0.913002
-0.126911 -0.797654 0.906866
-0.13046 -0.792518 0.693054
-0.612394 -1.46624 0.699777
-0.593344 -1.9558 0.8636
-0.116434 -0.26802 0.914122
-0.134086 -0.797082 0.695833
-0.0619345 -0.515044 0.9144
-0.132241 -0.27899 0.68947
-0.133819 -0.798336 0.699172
-0.129759 -0.268341 0.903028
-0.526453 -0.272637 0.90316
-0.124195 -0.794299 0.906866
-0.586994 -1.59062 0.682309
-0.517144 -0.255328 0.91433
-0.531231 -0.790394 0.90805
-0.519877 -0.791161 0.691106
-0.286302 -0.690494 0.688848
-0.505374 -1.6611 0.94615
-0.282455 -0.676636 0.690118
-0.526582 -0.278512 0.693097
-0.612394 -1.29802 0.699777
-0.809244 0.0 0.127
-0.527043 -0.277076 0.696327
-0.527043 -0.27381 0.70036
-0.407797 -1.59611 0.92075
-0.12887 -0.795478 0.698016
-0.111674 -1.6103 0.92075
-0.477401 -1.67793 0.92075
-0.517144 -0.269125 0.694083
-0.533103 -0.80177 0.913778
-0.517144 -0.80017 0.903028
-0.133489 -0.799891 0.903028
-0.52634 -0.794082 0.700353
-0.129324 -0.276364 0.691273
-0.526391 -0.276667 0.69541
-0.523494 -0.274926 0.6915
-0.132305 -0.275944 0.689946
-0.523862 -0.272528 0.695361
-0.522057 -0.798434 0.697623
-0.12589 -0.796633 0.906866
-0.522284 -0.267855 0.907382
-0.126897 -0.794118 0.701548
-0.522281 -0.791132 0.690549
-0.580644 -0.52705 0.57023
-0.517144 -0.264382 0.911048
-0.549824 -1.45536 0.92075
-0.134816 -0.26677 0.9017
-0.403761 -1.63322 0.92075
-0.530818 -0.797335 0.911138
-0.522859 -0.276341 0.692134
-0.126887 -0.808192 0.914122
-0.523494 -0.798399 0.9017
-0.135442 -0.794082 0.692301
-0.586994 -1.62792 0.70475
-0.125632 -0.27472 0.90316
-0.524907 -0.790856 0.69211
-0.134702 -0.801122 0.906866
-0.586994 -1.59958 0.66295
-0.125085 -0.793785 0.903028
-0.528511 -0.7874 0.700353
-0.522835 -0.261886 0.913798
-0.134068 -0.276543 0.690677
-0.586994 -1.27547 0.657244
-0.133819 -0.275374 0.691106
-1.61569 -0.0127 2.2733
-0.288544 -0.9144 2.286
-0.134956 -0.277342 0.690368
-0.523237 -0.260647 0.914462
-0.125653 -0.793457 0.906017
-0.410124 -1.6103 0.93345
-0.580644 -0.20955 0.57023
-0.518339 -0.270204 0.694866
-0.517144 -0.803362 0.910198
-0.135008 -0.798211 0.698016
-0.522756 -0.800005 0.906866
0.016256 -0.9144 2.286
-0.132412 -0.267913 0.697623
0.013716 -1.82626 1.67386
-0.529774 -0.278072 0.701548
-0.52821 -0.274473 0.906017
-0.134466 -0.263436 0.912082
-0.129825 -0.798345 0.907382
-0.135053 -0.276041 0.690677
-0.586994 -1.60412 0.659868
-0.11751 -0.791361 0.912699
-0.530866 -0.788842 0.906866
-0.593344 -0.85725 0.57658
-0.127693 -0.270014 0.70022
-0.504377 -1.65502 0.92075
-0.517144 -0.262211 0.913002
-0.52231 -0.270014 0.694728
-0.524792 -0.273716 0.695236
-0.527261 -0.261876 0.913302
-0.525688 -0.79689 0.903028
-0.301244 -1.44145 1.6891
-0.612394 -1.59062 0.682309
-0.115595 -0.26447 0.9144
-0.133286 -0.270606 0.69483
-0.204918 -1.5542 0.93345
-0.522149 -0.255854 0.91433
-0.127835 -0.789166 0.6939
-0.472494 -1.5464 0.92075
-0.134956 -0.27381 0.691649
-0.522643 -0.796925 0.695198
-0.136144 -0.789776 0.690368
-0.129493 -0.26788 0.908685
-0.521068 -0.270424 0.693466
-0.554594 -1.43231 0.9144
-0.523355 -0.78872 0.690549
-0.128496 -0.2794 0.693054
-0.517144 -0.800038 0.907382
-0.178612 -1.54689 0.92075
-0.532384 -1.4728 0.8382
-0.130087 -0.268909 0.906017
-0.11294 -0.797731 0.9144
-0.529844 -0.809397 0.9144
-0.521594 -0.801097 0.90805
-0.532074 -0.807949 0.9144
-0.136144 -0.8128 0.9144
-0.288544 0.27305 1.5367
-0.132305 -0.796022 0.69305
-0.522562 -0.26723 0.905625
-0.229584 -1.57756 0.92075
-0.021844 -0.2159 0.9144
-0.238302 -1.60343 0.93345
-0.497015 -1.57527 0.92075
-0.525638 -0.272413 0.698437
-0.809244 0.0 0.50165
-0.530174 -0.79017 0.905625
-0.525638 -0.278601 0.693942
-0.124542 -0.274234 0.701548
-0.527003 -0.804476 0.914462
-0.125602 -0.261142 0.914986
-0.530338 -0.802053 0.914462
-0.130429 -0.269501 0.701548
-0.282194 -0.67183 0.690118
-0.130709 -0.789166 0.691649
-0.518696 -0.789536 0.689126
-0.126619 -0.273901 0.695198
-0.120182 -0.7874 0.910198
-0.123444 -0.809397 0.91567
-0.612394 -1.59958 0.66295
-0.132412 -0.793865 0.691273
-0.720344 0.2794 1.8161
-0.525638 -0.273716 0.69643
-0.286302 -0.653166 0.690118
-0.518586 -0.801122 0.906866
-0.586994 -1.143 0.250507
-0.529795 -0.79151 0.908685
-0.130532 -0.266795 0.906866
-0.13152 -0.790759 0.691649
