time, timestamp, robot_q__0, robot_q__1, robot_q__2, robot_q__3, robot_q__4, robot_q__5, robot_q__6, robot_dq__0, robot_dq__1, robot_dq__2, robot_dq__3, robot_dq__4, robot_dq__5, robot_dq__6, robot_torque__0, robot_torque__1, robot_torque__2, robot_torque__3, robot_torque__4, robot_torque__5, robot_torque__6, joint_pos_state__0, joint_pos_state__1, joint_pos_state__2, joint_pos_state__3, joint_pos_state__4, joint_pos_state__5, joint_pos_state__6, apf_torques__0, apf_torques__1, apf_torques__2, apf_torques__3, apf_torques__4, apf_torques__5, apf_torques__6, 
0.0100002, 2025-06-04__00-48-06.623211, 0, -0.436332, 0, -2.35619, 0, 1.8326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0200002, 2025-06-04__00-48-06.633268, -0.00339749, -0.615763, -0.00884897, -2.24699, -0.0358241, 1.70749, 0.709048, -0.000816964, 0.00607322, 0.00165911, 0.000301671, 0.0023474, 0.000400228, -0.00936155, -0.017304, -0.2075, -0.0298265, 0.0900369, -0.00815584, 0.00465481, 0.0289064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0300002, 2025-06-04__00-48-06.643269, -0.00340392, -0.61577, -0.00883463, -2.24699, -0.0358255, 1.70749, 0.709045, -0.00154177, -0.00431027, 0.0010718, 0.00113947, 0.000345286, 0.000607082, -0.000852537, -1.6164e-05, 0.170164, -0.011505, -0.0923235, -0.00265098, -0.0101761, 0.00285212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0400002, 2025-06-04__00-48-06.653269, -0.00339242, -0.615755, -0.00883451, -2.24699, -0.0358242, 1.70749, 0.709047, -0.000604319, 0.00223653, 2.85012e-05, 0.000349632, 0.00036591, -0.00048755, -0.000699591, 0.000852893, -0.0793099, -0.000806901, 0.0328311, -0.00127457, 0.00373236, 0.0024308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0500002, 2025-06-04__00-48-06.663269, -0.00339591, -0.615759, -0.00882319, -2.24699, -0.0358256, 1.70749, 0.709051, -0.000658223, 0.000766763, 0.000264319, 0.00010456, -0.000219931, 0.000146842, 0.000317052, -0.00283357, -0.0292397, -0.00838159, 0.0119953, 0.000214776, 0.000111382, -0.000843654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0600002, 2025-06-04__00-48-06.673284, -0.00339849, -0.615759, -0.0088147, -2.24699, -0.0358243, 1.70749, 0.709051, 0.000502048, 0.000152632, 0.00224066, -0.00048829, 3.35807e-05, -5.85035e-05, 0.000494333, -0.045321, -0.0165891, -0.071158, 0.0148378, -0.00411141, 0.0014512, -0.00119271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0700002, 2025-06-04__00-48-06.683281, -0.00339899, -0.615762, -0.00881086, -2.24699, -0.0358285, 1.70749, 0.709052, -0.00438471, -0.00174759, 0.000631512, -0.00149558, 0.000136617, -0.00057947, 0.00124063, 0.0346202, 0.0337753, 0.0289953, 0.0036776, 0.00241254, 0.00440268, -0.00387742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0800002, 2025-06-04__00-48-06.693283, -0.00338993, -0.615759, -0.00880155, -2.247, -0.0358241, 1.70749, 0.709051, 0.000898906, 0.000518761, 0.000740595, -0.000149162, 0.000589924, 0.000130388, 0.000904722, -0.0344591, -0.0265079, -0.0497055, 0.0160377, -0.00509306, 0.000751207, -0.00253964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0900002, 2025-06-04__00-48-06.703283, -0.00338991, -0.615759, -0.00879583, -2.247, -0.0358264, 1.70749, 0.709048, 0.000224554, 9.6862e-05, 0.000981372, -0.000724125, -0.000103496, -0.000136799, -0.000270604, -0.0301818, -0.0212786, -0.0473576, 0.0214284, -0.00211855, 0.00282494, 0.00122992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 2025-06-04__00-48-06.713284, -0.00339786, -0.615755, -0.00879934, -2.247, -0.0358252, 1.70749, 0.709048, -0.00185324, 0.0011221, -0.000326258, -0.00149565, 0.000184213, -0.0069064, 0.00384625, 0.0150772, -0.0792485, 0.013751, 0.0701427, 0.000686941, 0.0326008, -0.0114015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
