time, timestamp, robot_q__0, robot_q__1, robot_q__2, robot_q__3, robot_q__4, robot_q__5, robot_q__6, robot_dq__0, robot_dq__1, robot_dq__2, robot_dq__3, robot_dq__4, robot_dq__5, robot_dq__6, robot_torque__0, robot_torque__1, robot_torque__2, robot_torque__3, robot_torque__4, robot_torque__5, robot_torque__6, joint_pos_state__0, joint_pos_state__1, joint_pos_state__2, joint_pos_state__3, joint_pos_state__4, joint_pos_state__5, joint_pos_state__6, 
0.0100002, 2025-03-09__17-57-25.816143, 0, -0.436332, 0, -2.35619, 0, 1.8326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0200002, 2025-03-09__17-57-25.826207, -0.00376495, -0.719927, -0.00996001, -2.22064, -0.0340764, 1.7339, 0.730525, 0.00610073, -0.138979, 0.00779116, -0.00357069, 0.0063607, -0.00686947, 0.00145155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0300002, 2025-03-09__17-57-25.836201, -0.00376336, -0.720305, -0.00964523, -2.22124, -0.033633, 1.73413, 0.730501, 0.000839847, 0.034263, 0.0323646, -0.0902554, 0.0473542, 0.0364497, 0.000353191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0400002, 2025-03-09__17-57-25.846197, -0.00367145, -0.719845, -0.00937318, -2.2226, -0.0327951, 1.73523, 0.730479, 0.022722, 0.0716105, 0.0182995, -0.127437, 0.0938625, 0.135456, 0.000874468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0500002, 2025-03-09__17-57-25.856203, -0.00341357, -0.720062, -0.00920056, -2.22405, -0.0316529, 1.73678, 0.730454, 0.0278774, -0.0546172, 0.0206513, -0.164658, 0.119248, 0.133508, -0.000625705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0600002, 2025-03-09__17-57-25.866191, -0.00311898, -0.720702, -0.00899706, -2.22609, -0.0304011, 1.73815, 0.730439, 0.0298628, -0.0477715, 0.0264323, -0.210981, 0.129427, 0.142341, -0.00399863, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0700002, 2025-03-09__17-57-25.876199, -0.00289127, -0.720273, -0.00861938, -2.22843, -0.0290902, 1.74011, 0.730419, 0.0246689, 0.0695253, 0.0423886, -0.229081, 0.145586, 0.215875, -0.0047231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0800002, 2025-03-09__17-57-25.886177, -0.00269886, -0.719292, -0.00802534, -2.23091, -0.0278071, 1.7426, 0.730397, 0.0204688, 0.103799, 0.0624181, -0.260749, 0.124455, 0.244792, -0.00115443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0900002, 2025-03-09__17-57-25.896224, -0.00249296, -0.718065, -0.0073799, -2.23384, -0.0266156, 1.74494, 0.730397, 0.0194643, 0.123657, 0.0642887, -0.29938, 0.119908, 0.230966, -0.000624173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 2025-03-09__17-57-25.906207, -0.0022891, -0.716533, -0.00687024, -2.2368, -0.0254641, 1.7474, 0.730386, 0.015682, 0.168321, 0.0435293, -0.297163, 0.116229, 0.252705, -0.000836931, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.11, 2025-03-09__17-57-25.916184, -0.00209016, -0.714763, -0.00642623, -2.23982, -0.024399, 1.75001, 0.730374, 0.0168854, 0.181827, 0.0471977, -0.305969, 0.108233, 0.259043, -0.000689013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.12, 2025-03-09__17-57-25.926201, -0.00198068, -0.712856, -0.00589971, -2.24308, -0.023346, 1.75266, 0.730365, 0.00794195, 0.194434, 0.0533137, -0.329655, 0.110512, 0.272481, -0.00155487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.13, 2025-03-09__17-57-25.936206, -0.00191783, -0.710714, -0.0052916, -2.2464, -0.0223181, 1.75546, 0.730363, 0.00702269, 0.227163, 0.060481, -0.341732, 0.108711, 0.278319, -0.000781218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.14, 2025-03-09__17-57-25.946232, -0.00184855, -0.708296, -0.00476856, -2.24991, -0.0214242, 1.75808, 0.730364, 0.00862218, 0.248981, 0.0469015, -0.35013, 0.0824874, 0.261565, 0.00147646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.15, 2025-03-09__17-57-25.956209, -0.00182259, -0.705703, -0.00431767, -2.25344, -0.0206687, 1.7607, 0.730355, 0.000397569, 0.260729, 0.0444858, -0.352357, 0.0720068, 0.268086, -0.00487222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.16, 2025-03-09__17-57-25.966201, -0.00184392, -0.703112, -0.00387242, -2.25693, -0.019994, 1.76346, 0.730352, -0.00580267, 0.262433, 0.0442007, -0.349291, 0.0645515, 0.275353, 0.000108228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.17, 2025-03-09__17-57-25.976202, -0.00186603, -0.700407, -0.00345498, -2.26046, -0.019466, 1.7662, 0.73035, -0.00414173, 0.277993, 0.0417564, -0.34953, 0.0495893, 0.277836, 0.000367996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.18, 2025-03-09__17-57-25.986210, -0.00187843, -0.697756, -0.00306079, -2.26392, -0.0190974, 1.76888, 0.730352, -0.00279429, 0.260243, 0.0333278, -0.350479, 0.0286037, 0.261371, 0.00147067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.19, 2025-03-09__17-57-25.996214, -0.00187318, -0.695064, -0.00272795, -2.26743, -0.0188518, 1.7716, 0.730073, 0.00100825, 0.284779, 0.0340897, -0.362573, 0.0244135, 0.275051, -0.0521624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.2, 2025-03-09__17-57-26.006204, -0.00187004, -0.691895, -0.00243863, -2.27107, -0.0187033, 1.77458, 0.728777, 0.000159406, 0.313199, 0.0304688, -0.365103, 0.014792, 0.303131, -0.141395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.21, 2025-03-09__17-57-26.016221, -0.0018591, -0.688999, -0.0021952, -2.27476, -0.018634, 1.77751, 0.726883, 0.00271888, 0.279458, 0.0189062, -0.371858, 0.00695103, 0.288691, -0.192627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.22, 2025-03-09__17-57-26.026222, -0.00186012, -0.686129, -0.00198807, -2.27856, -0.0185854, 1.78027, 0.724644, 0.00221551, 0.287056, 0.0265442, -0.374262, 0.00247977, 0.27994, -0.225192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
