time, timestamp, robot_q__0, robot_q__1, robot_q__2, robot_q__3, robot_q__4, robot_q__5, robot_q__6, robot_dq__0, robot_dq__1, robot_dq__2, robot_dq__3, robot_dq__4, robot_dq__5, robot_dq__6, robot_torque__0, robot_torque__1, robot_torque__2, robot_torque__3, robot_torque__4, robot_torque__5, robot_torque__6, joint_pos_state__0, joint_pos_state__1, joint_pos_state__2, joint_pos_state__3, joint_pos_state__4, joint_pos_state__5, joint_pos_state__6, ee_pos__0, ee_pos__1, ee_pos__2, goal_pos__0, goal_pos__1, goal_pos__2, ee_ori__0, ee_ori__1, ee_ori__2, ee_ori__3, ee_ori__4, ee_ori__5, ee_ori__6, ee_ori__7, ee_ori__8, locked_joint, 
0.0100001, 2025-07-03__01-15-36.335657, 0, -0.436332, 0, -2.35619, 0, 1.8326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.387704, -6.74018e-12, 0.247099, 0.387704, -6.74018e-12, 0.247099, 0.996195, -3.71201e-12, -0.0871557, -4.46982e-12, -1, -8.49977e-12, -0.0871557, 8.857e-12, -0.996195, 0
0.0200001, 2025-07-03__01-15-36.345691, -0.069542, -0.104641, 0.0521755, -1.38286, -0.0312007, 1.2319, 0.714919, 0.00309972, -0.00489453, -0.00244461, 0.00390502, 0.0248173, 0.0162237, -0.03227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.387704, -6.74018e-12, 0.247099, 0.387704, -6.74018e-12, 0.247099, 0.996195, -3.71201e-12, -0.0871557, -4.46982e-12, -1, -8.49977e-12, -0.0871557, 8.857e-12, -0.996195, 0
0.0300001, 2025-07-03__01-15-36.355698, -0.069585, -0.105025, 0.0520894, -1.38291, -0.0293384, 1.2339, 0.712852, -0.00732479, -0.0590285, -0.00622018, -0.0159506, 0.259812, 0.274402, -0.271735, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.387704, -6.74018e-12, 0.247099, 0.387704, -6.74018e-12, 0.247099, 0.996195, -3.71201e-12, -0.0871557, -4.46982e-12, -1, -8.49977e-12, -0.0871557, 8.857e-12, -0.996195, 0
0.0400001, 2025-07-03__01-15-36.365688, -0.0696679, -0.106466, 0.0519413, -1.38352, -0.0255098, 1.23867, 0.708608, -0.0014502, -0.159145, -0.0147197, -0.0677911, 0.402926, 0.520174, -0.439912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.387704, -6.74018e-12, 0.247099, 0.387704, -6.74018e-12, 0.247099, 0.996195, -3.71201e-12, -0.0871557, -4.46982e-12, -1, -8.49977e-12, -0.0871557, 8.857e-12, -0.996195, 0
0.0500001, 2025-07-03__01-15-36.375691, -0.0696776, -0.107614, 0.051712, -1.38449, -0.0212286, 1.24514, 0.703576, -0.00142446, -0.0888928, -0.0241423, -0.0940181, 0.430723, 0.682426, -0.506416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.387704, -6.74018e-12, 0.247099, 0.387704, -6.74018e-12, 0.247099, 0.996195, -3.71201e-12, -0.0871557, -4.46982e-12, -1, -8.49977e-12, -0.0871557, 8.857e-12, -0.996195, 0
0.0600001, 2025-07-03__01-15-36.385696, -0.0696979, -0.108607, 0.0514036, -1.38565, -0.0172186, 1.25264, 0.69853, -0.00437562, -0.12823, -0.0307724, -0.125147, 0.382336, 0.743537, -0.493507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.387704, -6.74018e-12, 0.247099, 0.387704, -6.74018e-12, 0.247099, 0.996195, -3.71201e-12, -0.0871557, -4.46982e-12, -1, -8.49977e-12, -0.0871557, 8.857e-12, -0.996195, 0
0.0700001, 2025-07-03__01-15-36.395690, -0.0697292, -0.11076, 0.0510899, -1.38722, -0.0139309, 1.26004, 0.694247, -0.00648574, -0.241789, -0.0365227, -0.163238, 0.310613, 0.719311, -0.399156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.387704, -6.74018e-12, 0.247099, 0.387704, -6.74018e-12, 0.247099, 0.996195, -3.71201e-12, -0.0871557, -4.46982e-12, -1, -8.49977e-12, -0.0871557, 8.857e-12, -0.996195, 0
0.0800001, 2025-07-03__01-15-36.405690, -0.0697046, -0.113357, 0.0507982, -1.3891, -0.011457, 1.26718, 0.690597, 0.00430671, -0.253243, -0.0296815, -0.189889, 0.230298, 0.72303, -0.363468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.387704, -6.74018e-12, 0.247099, 0.387704, -6.74018e-12, 0.247099, 0.996195, -3.71201e-12, -0.0871557, -4.46982e-12, -1, -8.49977e-12, -0.0871557, 8.857e-12, -0.996195, 0
0.0900001, 2025-07-03__01-15-36.415690, -0.0696532, -0.115988, 0.0505838, -1.39111, -0.00966668, 1.27452, 0.686727, 0.00623718, -0.276025, -0.0236666, -0.215748, 0.158516, 0.740883, -0.398287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.387704, -6.74018e-12, 0.247099, 0.387704, -6.74018e-12, 0.247099, 0.996195, -3.71201e-12, -0.0871557, -4.46982e-12, -1, -8.49977e-12, -0.0871557, 8.857e-12, -0.996195, 0
0.1, 2025-07-03__01-15-36.425690, -0.0696473, -0.119173, 0.050427, -1.39346, -0.00833651, 1.28172, 0.682319, -0.000349928, -0.339719, -0.0160543, -0.238621, 0.124756, 0.716173, -0.446225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.387704, -6.74018e-12, 0.247099, 0.387704, -6.74018e-12, 0.247099, 0.996195, -3.71201e-12, -0.0871557, -4.46982e-12, -1, -8.49977e-12, -0.0871557, 8.857e-12, -0.996195, 0
