630
0.061134 0.00886 -0.034347
0.063119 0.00953 -0.031693
0.03603 0.00805 -0.0221
0.091 0.00588 -0.008506
0.106366 0.031312 -0.005065
0.071575 -0.00384 -0.050291
0.084294 0.00076 -0.039542
0.069292 0.035129 -0.036316
0.096442 0.040796 -0.004609
0.05928 0.00184 0.0209
0.106077 -0.03692 -0.006676
0.071726 0.01621 -0.043517
0.0245 -0.04728 -0.0087
0.066848 0.00498 -0.037702
0.064058 0.0169 -0.033252
0.076121 0.028871 -0.041583
0.073094 0.026237 -0.033747
0.07464 -0.02195 -0.042276
0.089602 -0.01745 -0.04279
0.080022 -0.00257 -0.049359
0.068532 -0.04014 -0.004443
0.089813 -0.03437 -0.043829
0.107008 0.00245 -0.034732
0.0861 0.0092 -0.050108
0.099148 -0.01753 -0.002084
0.071228 0.028012 -0.039367
0.100096 0.023852 -0.008278
0.073144 0.01689 -0.033219
0.06435 0.0016 -0.0186
-0.00314 0.03499 0.0024
0.084397 0.023774 -0.013198
0.113444 -0.06818 0.000614
0.09433 0.033841 -0.016799
0.090096 -0.03253 -0.047638
0.081958 0.035286 -0.0433
0.077152 0.036546 -0.039622
0.02222 0.00411 0.0254
0.084543 0.02058 -0.039966
0.073462 0.03672 -0.033695
0.09727 0.040353 -0.008339
0.06299 -0.01403 -0.0177
0.06922 0.032662 -0.032665
0.07131 0.026449 -0.037829
0.06778 0.00761 -0.031937
0.114553 -0.01939 -0.003539
0.078975 0.030427 -0.042956
0.100433 -0.05928 -0.007762
0.086763 -0.00776 -0.009569
0.0973 0.023864 -0.027843
-0.00447 -0.02903 0.0002
0.106033 0.02202 -0.030769
0.090788 0.034685 -0.008558
0.100575 -0.03556 0.016199
0.117439 -0.06198 0.000766
0.101873 -0.05191 0.006013
0.073167 -0.01292 -0.040285
0.04572 -0.03747 0.0228
-0.00491 0.02073 -0.0173
0.105347 0.00646 -0.00295
0.101881 0.037134 -0.032068
0.101536 -0.00312 -0.036081
0.060004 0.01123 -0.036264
0.082801 0.035733 -0.013201
0.107534 0.01004 0.001151
0.071446 -0.04577 0.007411
0.067743 0.03422 -0.038386
0.080261 0.037114 -0.033285
0.114422 -0.05856 0.006265
0.060904 0.01578 -0.0363
0.068475 0.032692 -0.033814
0.108179 -0.03435 -0.030395
0.078854 0.024963 -0.038384
0.075912 0.023093 -0.017624
0.100953 0.01194 -0.035754
0.091003 0.00427 -0.007352
0.097068 -0.02058 -0.002481
0.101204 0.00304 -0.008364
0.110232 -0.03593 -0.004692
0.063472 0.00989 -0.041308
0.092355 -0.02993 -0.049674
0.115913 -0.06808 0.000822
0.05109 0.04646 -0.007
0.105438 0.00559 -0.030956
0.113473 -0.06595 -0.003607
0.10084 -0.01906 -0.002655
0.072303 0.00476 -0.036939
0.0466 -0.04383 -0.0176
0.109264 -0.02063 0.011206
0.117088 -0.06635 0.004704
0.096639 0.038734 -0.02771
0.090527 0.020096 -0.009381
0.06233 -0.02734 0.024569
0.04039 -0.05884 -0.0052
0.05325 -0.0083 -0.0196
0.10927 -0.01732 -0.032299
0.08407 -0.006 -0.036043
0.115776 -0.05939 -0.001041
0.100287 0.02043 0.009913
0.070563 0.028674 -0.040231
0.067078 0.031321 -0.03954
0.072222 -0.00099 -0.046789
0.115104 -0.00365 -0.001766
