time, timestamp, robot_q__0, robot_q__1, robot_q__2, robot_q__3, robot_q__4, robot_q__5, robot_q__6, robot_dq__0, robot_dq__1, robot_dq__2, robot_dq__3, robot_dq__4, robot_dq__5, robot_dq__6, ee_pos__0, ee_pos__1, ee_pos__2, goal_pos__0, goal_pos__1, goal_pos__2, svalues__0, svalues__1, svalues__2, svalues__3, svalues__4, svalues__5, singular_task_torques__0, singular_task_torques__1, singular_task_torques__2, singular_task_torques__3, singular_task_torques__4, singular_task_torques__5, singular_task_torques__6, motion_task_torques__0, motion_task_torques__1, motion_task_torques__2, motion_task_torques__3, motion_task_torques__4, motion_task_torques__5, motion_task_torques__6, ori_error__0, ori_error__1, ori_error__2, singular_direction__0, singular_direction__1, singular_direction__2, singular_direction__3, singular_direction__4, singular_direction__5, alpha, 
0.0100002, 2025-03-31__17-30-08.608123, 0, -0.516924, 0, -2.41559, 0, 1.92567, 0.785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.0200002, 2025-03-31__17-30-08.618177, -0.0075828, -0.513301, -0.0023747, -2.41707, -0.0152308, 1.91879, 0.775995, -0.00101612, -0.000331642, 0.00576052, 0.000265331, 0.00481306, 0.00319673, 0.00590594, 0.397706, -0.00648408, 0.390606, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.0300002, 2025-03-31__17-30-08.628187, -0.00754225, -0.513377, -0.00226836, -2.41707, -0.0150904, 1.91889, 0.776069, 0.00106716, -0.010082, 0.0162717, -0.00246151, 0.0160662, 0.0146375, 0.00137483, 0.397723, -0.00640429, 0.390645, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.0400002, 2025-03-31__17-30-08.638177, -0.0075071, -0.513425, -0.00213572, -2.41708, -0.0148773, 1.91907, 0.776072, 0.00414971, -0.004094, 0.0158263, -0.000248719, 0.0214187, 0.0222044, -9.83615e-06, 0.397757, -0.00630444, 0.390676, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.0500002, 2025-03-31__17-30-08.648176, -0.00744267, -0.51346, -0.00198594, -2.41707, -0.0144921, 1.91931, 0.776093, 0.0097442, -0.00410045, 0.0162443, 0.00115342, 0.0440068, 0.0257761, 0.00621446, 0.39781, -0.00615745, 0.390716, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.0600002, 2025-03-31__17-30-08.658170, -0.00738047, -0.513542, -0.00178374, -2.41706, -0.0139423, 1.91959, 0.776106, 0.00655823, -0.0148195, 0.0197302, 0.000499509, 0.0535471, 0.0289222, 0.00175226, 0.397868, -0.00596382, 0.390778, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.0700002, 2025-03-31__17-30-08.668167, -0.00733966, -0.513664, -0.00143441, -2.41706, -0.0132455, 1.91993, 0.776113, 0.00217923, -0.0124187, 0.0372185, 0.000790688, 0.0678005, 0.0352874, 0.000133385, 0.397935, -0.00569863, 0.390857, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.0800002, 2025-03-31__17-30-08.678183, -0.00729108, -0.513789, -0.0010675, -2.41706, -0.0126295, 1.92023, 0.776118, 0.00430338, -0.0100002, 0.0410952, -0.00033645, 0.0591154, 0.0350626, -7.81876e-05, 0.397994, -0.00543744, 0.390933, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.0900002, 2025-03-31__17-30-08.688191, -0.00724139, -0.513921, -0.000692757, -2.41706, -0.0121182, 1.92054, 0.77612, 0.00414393, -0.0119771, 0.0336997, -0.000548054, 0.0468397, 0.0324012, -0.000760233, 0.398054, -0.00519055, 0.391014, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.1, 2025-03-31__17-30-08.698201, -0.00719289, -0.514057, -0.000324205, -2.41705, -0.0116647, 1.92084, 0.77612, 0.00171903, -0.0070349, 0.037604, -8.12355e-05, 0.0368496, 0.0319258, 0.000672428, 0.398114, -0.00495624, 0.3911, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.11, 2025-03-31__17-30-08.708179, -0.0071641, -0.514185, 5.27015e-05, -2.41706, -0.0112608, 1.92113, 0.776126, 0.00302317, -0.0121019, 0.0414066, -0.000414937, 0.0394635, 0.0271981, 0.000319062, 0.398167, -0.00473496, 0.391172, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.12, 2025-03-31__17-30-08.718175, -0.0071388, -0.514321, 0.00046497, -2.41705, -0.0108442, 1.92139, 0.776124, 0.00144162, -0.016614, 0.0394608, -0.00017676, 0.0483264, 0.0288976, -0.000745853, 0.398218, -0.00449968, 0.391255, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.13, 2025-03-31__17-30-08.728183, -0.0071304, -0.514445, 0.000865313, -2.41705, -0.0104469, 1.92161, 0.776129, 0.00109795, -0.0141711, 0.0498573, 0.000292832, 0.0406224, 0.0224821, 0.000543298, 0.398259, -0.00427885, 0.391324, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.14, 2025-03-31__17-30-08.738178, -0.00712508, -0.514581, 0.00129694, -2.41705, -0.0099806, 1.92185, 0.77613, -0.000453821, -0.00935989, 0.0358612, -0.00083435, 0.0440335, 0.0215961, 0.00211481, 0.398304, -0.00403583, 0.3914, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.15, 2025-03-31__17-30-08.748179, -0.00712079, -0.5147, 0.00166609, -2.41705, -0.0095858, 1.92206, 0.776135, 0.00111644, -0.0110007, 0.0387677, 0.000184629, 0.0421473, 0.0210866, 0.000748432, 0.398343, -0.00382875, 0.391466, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.16, 2025-03-31__17-30-08.758177, -0.00712107, -0.514821, 0.00203031, -2.41705, -0.00924062, 1.92222, 0.776137, -0.000358455, -0.0133624, 0.037063, 0.000292937, 0.032321, 0.0216683, 0.000342627, 0.39837, -0.00363372, 0.391528, 0.399355, -5.84713e-12, 0.393385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
